VerbatimTweet	CleanedTweet	Predicted	Actual
Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives	fucking hell. rush damn train also use. fucking 4min wait. still sweating. smrtruinslives	0.7920005	0.771
@politicalTigres @Saifullah_Uchvi welcome ji . sorry for words that irritate u	welcome ji . sorry words irritate u	0.32261652	0.479
dammit @TMobile whays going on!!! ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ lol  #smh #mobilefails	dammit whays going ! ! ! ðÿ˜¤ðÿ˜¤ðÿ˜¤ðÿ˜¤ lol smh mobilefails	0.5597254	0.792
dammit @TMobile whays going on!!! ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ lol #raging #smh #mobilefails	dammit whays going ! ! ! ðÿ˜¤ðÿ˜¤ðÿ˜¤ðÿ˜¤ lol raging smh mobilefails	0.518792	0.75
People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind	people hurt angry hard know anger remember end day humans bekind	0.52702916	0.25
@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!	involuntarily smile frown photos. giggle. annoying ! !	0.58907527	0.358
@Markk1872  Red heads are more fiery.	red heads fiery.	0.43472296	0.28
@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!	lol wow gonna say really ? ! haha seen chris nah ? dont even snap anymore dude !	0.5957245	0.438
@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.	telling racist bigots always resort insult 'fag' like worse racist bigot.	0.6972878	0.556
@brooklynbreeder \nI could not believe that their answer to his outrage was that they were right. I do hope he takes them to the cleaners.	could believe answer outrage right. hope takes cleaners.	0.56440777	0.461
im 16 if you want to see my dick snap/kik me at hiya2247 ðŸ˜˜ #kik #kikme #snapchat  #snapme #horny #porn #naked #young	im 16 want see dick snap/kik hiya2247 ðÿ˜˜ kik kikme snapchat snapme horny porn naked young	0.50476694	0.479
im 16 if you want to see my dick snap/kik me at hiya2247 ðŸ˜˜ #kik #kikme #snapchat #snap #snapme #horny #porn #naked #young	im 16 want see dick snap/kik hiya2247 ðÿ˜˜ kik kikme snapchat snap snapme horny porn naked young	0.50310695	0.375
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended	earth projection good happy true soul poisonous fucking snake ? patronus adder offended	0.51975036	0.854
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder 	earth projection good happy true soul poisonous fucking snake ? patronus adder	0.4190713	0.667
bows are world of tank creats rubberbath sting weeks of	bows world tank creats rubberbath sting weeks	0.49605927	0.292
@iAmSJ I'm so mad for our clients I'm furious lmao	mad clients furious lmao	0.6364701	0.625
the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes.	bushes good forces resentment made money gave power. changed tunes.	0.33560437	0.438
I'd pay good money to watch someone slap that pout off Candice.	would pay good money watch someone slap pout candice.	0.5662071	0.646
@Lizombi There's a difference though. A grudge cab be tamed. Feeling uncomfortable is pure emotion, you can't really control it.	difference though. grudge cab tamed. feeling uncomfortable pure emotion ca really control it.	0.4123904	0.5
Hell hath no fury like a sound technician scorned'\n\nThat's the quote right	hell hath fury like sound technician scorned' quote right	0.71286124	0.448
Hell hath no fury like a bureaucrat scorned. â€• Milton Friedman	hell hath fury like bureaucrat scorned. â€• milton friedman	0.55499583	0.458
Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad ðŸ˜·ðŸ˜·	wow... one dads top favorite throwback rappers died fiery car crash today atlanta sad sad ðÿ˜·ðÿ˜·	0.5572011	0.396
Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG	undifferentiated otherwise patent closest patron braininess ideas incense offensive lineman: whyanewg	0.4272034	0.375
tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff ðŸ˜‚ðŸ’œ	tbh amy know need sort life looks like great time' thanks tiff ðÿ˜‚ðÿ’œ	0.4345938	0.208
@CNNnewsroom @BrookeBCNN What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE.	ca grasp ? besides yr cognitive dissonance raging away. each. incident. re: leo-shooting = separate.	0.5438176	0.75
Feel the wrath of my air-dropped pamphlets!	feel wrath air-dropped pamphlets !	0.5245868	0.542
Okay you've annoyed me, you haven't done a good job there at all. 	okay annoyed done good job all.	0.43683606	0.792
Okay you've annoyed me, you haven't done a good job there at all. #furious	okay annoyed done good job all. furious	0.55909514	0.673
Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe	losing 2 live business bb gone hold 23 minutes & whoever picked cut fuming noworkforme	0.62689894	0.771
Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe	losing 2 live business bb gone hold 23 minutes & whoever picked cut noworkforme	0.5188532	0.542
Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.	n word normalized media ? wow. words . no. words. . this. frog boiling pot via media.	0.42579848	0.509
@Arsenal Giroud's beard is making me angry.	giroud beard making angry.	0.56467557	0.625
@theGenghisJon You had to do some research to come up with new insult.  Are you allowed to read anything but brietbart?	research come new insult. allowed read anything brietbart ?	0.37393373	0.604
#IndiaMissingIndira that she could never solve Kashmir Problem and kept it burning for Vote Bank\n#TerrorStatePak	indiamissingindira could never solve kashmir problem kept burning vote bank terrorstatepak	0.40876144	0.458
Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH	chase fame going resent starts chasing you' wrdsmth	0.50838804	0.542
@lericoo 35. Do you hold a grudge against your ex?	35. hold grudge ex ?	0.28214723	0.263
@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!	trump fear & anger similar hitler preached come power germany. wake america ! !	0.44877025	0.708
@RussellHartness @Mariners @BlueJays :  Wrongdoing!  Grrr.  After the fact, I know, but emailing displeasure now anyway .	: wrongdoing ! grrr. fact know emailing displeasure anyway .	0.6600491	0.604
@Kailyew hahah tiff sent me that tooðŸ˜‚	hahah tiff sent tooðÿ˜‚	0.6534578	0.208
@JaredWyand Maybe if it was transgender the media would cover it #outrage	maybe transgender media would cover outrage	0.49464318	0.604
@JaredWyand Maybe if it was transgender the media would cover it 	maybe transgender media would cover	0.32518855	0.479
I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.	either look like raging bitch obnoxiously laughing something funny. think middle ground.	0.6874914	0.481
Being #relentless is absolutely the only way to success. Never, ever, ever give up!	relentless absolutely way success. never ever ever give !	0.46639693	0.271
I'm not use to getting up early asf this shit goin irritate me.	use getting early asf shit goin irritate me.	0.6661249	0.708
@RossKemp watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld	watching +1. would straight guy getting irate ! extremeworld	0.6065921	0.562
@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks	ya confident about..... offense good 20 years...our sucks	0.34760463	0.458
Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope	men rage strike wish best. emotions negative positive wish strike martial arts control believe best hope	0.522853	0.292
Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle	extremely bitter fact subway robart replaced low-rent version chipotle	0.48864502	0.845
@Mysbananen yes hc and we got him very low. I know how it feels. Our damage is low enough as it is never mind having the rng of being enrage	yes hc got low. know feels. damage low enough never mind rng enrage	0.47072104	0.479
Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.	ultimately keithscott man hand arrest warrant to. know. enough cause outrage.	0.44651398	0.741
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming	earth send email ? annoyed customer ! ! ! fuming	0.78764427	0.75
@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! 	earth send email ? annoyed customer ! ! !	0.6937101	0.708
@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.	- ceo charity could reasonably expect attempt crudely inflame tensions.	0.527645	0.479
@DP3520 lol they are madden tubers u dont know nothing bout madden cuz id smash on you	lol madden tubers u dont know nothing bout madden cuz id smash	0.51671636	0.542
Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!	look available store ! ! ! liquid incense ca burn sticks cones smoke home ! ! ! !	0.46782932	0.208
Honestly fuming	honestly fuming	0.8038959	0.906
@happyandbashful @Teigngardener @CEVokins @gardengirllucy Don't provoke the Voke.	provoke voke.	0.453549	0.479
@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim	force neighbours pay ! people nerve ! ! ! victim	0.65047073	0.667
Everyone is raging	everyone raging	0.6506943	0.625
Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'	connie fuming bake went 'fuck starting vodka'	0.6470999	0.625
No respect for people who force their opinions on to others yet get offended when someone does the same to them ðŸ˜‚	respect people force opinions others yet get offended someone ðÿ˜‚	0.5596595	0.479
@CBSBigBrother she's pathetic!!! Hated Nicole for being cute &amp; having a showmance &amp; she couldn't get one! #bitter #uglycry #BBMichelle ðŸ˜–	pathetic ! ! ! hated nicole cute & showmance & could get one ! bitter uglycry bbmichelle ðÿ˜–	0.46914244	0.562
@GroovyBruce @larsrjs44 @AshvsEvilDead the 'groovier' part is an affront to common decency. No way @VancityReynolds agrees.	'groovier' part affront common decency. way agrees.	0.45139986	0.375
@emilieragann did another bee sting you on the tongue ?	another bee sting tongue ?	0.27574	0.306
@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.	interviewed one irate group two filmmakers live got stock statements. journalism.	0.5587789	0.562
ðŸ† #Success is the best #revenge. Whatever you're thinking about doing ... do something better. â­ï¸â­ï¸â­ï¸â­ï¸	ðÿ† success best revenge. whatever thinking ... something better. â­ï¸â­ï¸â­ï¸â­ï¸	0.35518155	0.25
James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole	james: 500k 50k 25k 10k. fucked up. bb18 bitter shouldofvotedfornicole	0.59638745	0.708
James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole	james: 500k 50k 25k 10k. fucked up. bb18 shouldofvotedfornicole	0.45300096	0.688
These people irritate tf out of me I swear ðŸ™„ I'm goin to sleep âœŒðŸ¾ï¸	people irritate tf swear ðÿ™„ goin sleep âœœðÿ¾ï¸	0.53202116	0.729
Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds	probably gonna end seriously poorly point soon tired go freezing boiling space seconds	0.6553885	0.625
me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind	me: wow today good day hour later: burns food gets sick spills boiling hot water me: never mind	0.40772805	0.531
Blood is boiling	blood boiling	0.8753149	0.729
i already gets aggravated too fast like why aggravate me on purpose?	already gets aggravated fast like aggravate purpose ?	0.48596436	0.604
@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...	offended stuff.we gettin situ folk moan polis/snp happy snitch offended...	0.6093643	0.479
#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia	azerbaijan baku azerbaijan prevent another armenian provocation russia	0.54313403	0.352
@Matt_Lat fuming ain't the word	fuming ai word	0.57859284	0.646
I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.	heard movie bob furious skittles analogy. upset actually skittles.	0.4853191	0.394
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up 	hell drilling outside house ? ! literally got sleep half four busy shift twats woken	0.7029584	0.976
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming	hell drilling outside house ? ! literally got sleep half four busy shift twats woken fuming	0.7456557	0.667
10 minutes with an incense and all I get is 2 Rattatas. ðŸ˜‚#PokemonGO	10 minutes incense get 2 rattatas. ðÿ˜‚pokemongo	0.41050002	0.333
@bassekraah. @sunilddesai @jyoti1013 @Archnahr . A2: #irritation and isolation #lifenabler	. . a2: irritation isolation lifenabler	0.46003476	0.542
@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.	insult.	0.4179028	0.5
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her	joes gf started singing star joe got angry sing right started angrily singing back	0.6406258	0.521
#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)'	donking lion black community speaks truth power insult 'black vote given away cavalierly...playing	0.67932236	0.438
@BI_Science Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US	opioid rapid pill plague...speed generations pulse rapid rabid impairment ist choice stacked usage vs street ingestion demo us	0.3986433	0.562
@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout	colinkaepernick protests unjust murder keithlamontscott north carolina injustice outrage speakout	0.8274359	0.583
@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice  #speakout	colinkaepernick protests unjust murder keithlamontscott north carolina injustice speakout	0.74088395	0.5
@TobyIrish1 Yes but you were specifically fuming about him not signing enough people	yes specifically fuming signing enough people	0.6578586	0.479
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you ðŸ˜¢#TeamNicole	bb18 michelle crying shocking bitter ðÿ˜¢teamnicole	0.61066645	0.562
And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you	republicans namely graham flake sasse others safe wrath hence hillary hiney-kissing ad saw	0.44849542	0.354
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha	waggled eyebrows baby burst laughing love haha	0.42264706	0.032
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie ðŸ˜ 	ive always wondered long angelina put brad crap. gon lie ðÿ˜	0.5183447	0.521
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie ðŸ˜ #bitter	ive always wondered long angelina put brad crap. gon lie ðÿ˜ bitter	0.5524642	0.521
You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon usðŸ˜¤ðŸ˜¤ðŸ˜¤	boys dint know game game... life death... better chose know side wrath come upon usðÿ˜¤ðÿ˜¤ðÿ˜¤	0.41568795	0.521
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. #rage	changed clothes work pre-workout.. route gym traffic - pre workout kicking in.. rage	0.48612094	0.458
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. 	changed clothes work pre-workout.. route gym traffic - pre workout kicking in..	0.42968813	0.418
I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh 	killed spider big sprayed spider guts like horror movie. ugh	0.46366185	0.341
@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless	yeah dude ! appreciate support ! notorious abc peep ! grateful relentless	0.41096392	0.312
@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful 	yeah dude ! appreciate support ! notorious abc peep ! grateful	0.39635068	0.208
Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry	offended something gives life hurts. haikuchallenge offend poetry	0.33020905	0.625
Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry	offended something gives life hurts. haikuchallenge poetry	0.34644225	0.5
I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;	ca dog flat ! literally reason either ! sorry potential doggie ! landlords doglover sad angry rescuedog dog ;_;	0.681897	0.625
@interception225 you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.	looking argument engaging in. even speaking words raging him.	0.5440271	0.458
@simondawkins23 @Titchlar81 clicked the wrong side was fuming ðŸ˜­	clicked wrong side fuming ðÿ˜­	0.6002051	0.646
@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if	yeah know unless offense get something going. big	0.3490043	0.417
#ParentsofAddicts: let #wellness be your #revenge! -Al Anon speaker	parentsofaddicts: let wellness revenge ! -al anon speaker	0.41282934	0.458
@andrew_jrt I don't really understand the burst and semi auto version bc the damage doesn't change so those are essentially useless	really understand burst semi auto version bc damage change essentially useless	0.42731032	0.521
@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3	always happy support brother. keep fire burning <3	0.37177086	0.132
@MJPWGaming exactly not some flaming reject from fast and furious	exactly flaming reject fast furious	0.6869083	0.438
@macmel19 come play madden at my house after school	come play madden house school	0.38879484	0.229
I swear I got anger issues but my heart big AF...	swear got anger issues heart big af...	0.51127774	0.604
as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia	someone struggled w eds since 7y/o resent everyone making spectacle certain youtuber severe anorexia	0.49821252	0.583
@TheJuanWilliams Where is your indignation and outrage over the UNARMED DEAF WHITE man who was shot and killed by black officer in CLT, NC?	indignation outrage unarmed deaf white man shot killed black officer clt nc ?	0.77450037	0.729
I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.	poured boiling water foot.. cup tea less enjoyable worse football career foiled.	0.46814916	0.479
Janice Griffith snap story  ðŸ˜ðŸ˜ðŸ˜	janice griffith snap story ðÿ˜ðÿ˜ðÿ˜	0.24942887	0.354
@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.	:^ well cucks among ranks agree equally outrage black youths shot harambe.	0.558863	0.542
I'm much to full of resentment	much full resentment	0.53132236	0.688
That last #madden commercial ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜†ðŸ˜† #TNF	last madden commercial ðÿ˜†ðÿ˜†ðÿ˜†ðÿ˜†ðÿ˜†ðÿ˜† tnf	0.4943995	0.146
@Plasma_Assassin @ArmouredDove @BallsOnY0u N-no. Because of your wrath.	n-no. wrath.	0.4464719	0.438
@dreamsandpocky Like, despite all my irritation towards ur ship, at least its canon. BuckyNat is canon, (and clintwanda is canon)	like despite irritation towards ur ship least canon. buckynat canon clintwanda canon	0.41163754	0.521
whenever i pout i just want Adrian to appear and tell me to stop pouting or else	whenever pout want adrian appear tell stop pouting else	0.46910593	0.521
@Supergold2002 Terence- got a lot of anger issues from my family and school.	terence- got lot anger issues family school.	0.49559584	0.625
Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.	stk expensive i'f rather take bigger female tiff. see slim loves eat.	0.36608395	0.375
@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!	promised would live tweet + brought ! furious action ftw !	0.535034	0.521
I think it's time to change my #irate motif, now that #TalkLikeAPirate Day is over, but...Pirate Minion is so cute, I don't want to. ðŸ˜Ÿ	think time change irate motif talklikeapirate day but...pirate minion cute want to. ðÿ˜ÿ	0.54843414	0.417
interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews	interesting wean authentic afghan restaurantr getting calls media resent tragedy happened nj	0.5102098	0.438
You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry	ever really irritated someone u love like god damn ur makin angry love u forgive u angry	0.6781942	0.667
ramos does what he does best burning haters with his head	ramos best burning haters head	0.44722304	0.509
@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry	thanks ios10 update even best app freezing crashing se. angry	0.64580005	0.845
@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. 	thanks ios10 update even best app freezing crashing se.	0.41297716	0.375
not near my kitchen so unfortunately I cannot do a cooking snap series ðŸ³	near kitchen unfortunately cannot cooking snap series ðÿ³	0.4184592	0.333
Does Bret have a point? Cena, Balor, sting...	bret point ? cena balor sting...	0.435872	0.202
revenge	revenge	0.3799947	0.542
@jackmegawphoto what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?	lives attached real estate ? shall come trash cameras angry race ?	0.55793035	0.604
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming	! 3 days later order even postcode fuming	0.56384045	0.667
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me 	! 3 days later order even postcode	0.53359276	0.542
This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation	makes things easier compact less fiery burdened weight sexuality. one releases transmutation	0.3678169	0.198
@JordySloan love that Jordy #revenge âš½ï¸	love jordy revenge âš½ï¸	0.35210562	0.333
@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace	since friend pereg want offend : peace	0.42715707	0.339
Just love Matthew Parris! Political rage is good!	love matthew parris ! political rage good !	0.53623974	0.372
I'm not sure if burning and looting really can positively impact a community	sure burning looting really positively impact community	0.35309815	0.312
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some	book im riteing wots happond made moor angry im plese man hide eval deeds	0.5614709	0.479
@Andy1129298 @hopheaddarrell fingers of fury!	fingers fury !	0.48351538	0.583
Every day I think my #house ðŸ¡ is #burning ðŸ”¥ but it's always just my neighbor burning their #toast! ðŸ˜·ðŸ˜¡ðŸž	every day think house ðÿ¡ burning ðÿ”¥ always neighbor burning toast ! ðÿ˜·ðÿ˜¡ðÿž	0.36335948	0.5
Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day	professor: introduce say one interesting fact hi ethan sun engulf planet fiery explosion one day	0.41422963	0.438
@RelUnrelated While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing.	see sailer mars raging liberal doubt would say thing.	0.47205868	0.396
He who is affected by an insult is infected by it.	affected insult infected it.	0.51328737	0.417
@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...	oh insult ! think look like psycho ? sane gotham freaks...	0.4641832	0.688
You insult the late Sherri Martel	insult late sherri martel	0.33294433	0.333
Seeing double am so tired but I always grudge getting off my phone at night ðŸ™„	seeing double tired always grudge getting phone night ðÿ™„	0.46114376	0.479
@baileygazteacow NO. The gay guy and the dad revenge fucking	no. gay guy dad revenge fucking	0.62999916	0.583
@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.	much animosity towards loki fighting battle you. surely best use energy.	0.50835866	0.521
maps by the yeah yeah yeahs came on the radio today and i almost burst into tears	maps yeah yeah yeahs came radio today almost burst tears	0.35711494	0.292
Just saw lil homie @NICKMERCS rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...	saw lil homie rage cam. roids thing late 90 come back ? lost...	0.5808476	0.312
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck	stupid people piss off...busted ass...and coworker takes tips...thnx nothing angry thatsmyluck	0.7097147	0.917
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck	stupid people piss off...busted ass...and coworker takes tips...thnx nothing thatsmyluck	0.6461024	0.833
But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorryðŸ’ðŸ»ðŸ˜Š	wish live bitter guilty conscience made think applied well sorryðÿ’ðÿ»ðÿ˜š	0.5007028	0.375
@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.	faggy colors nice' ok too. even tho might take offense words lol.	0.45325938	0.295
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans	get shot lingys face 1/4 time ? pretty sure would red hair fuming pretendinghesok ruok aflcatsswans	0.6096034	0.604
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans	get shot lingys face 1/4 time ? pretty sure would red hair pretendinghesok ruok aflcatsswans	0.4928137	0.438
@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed	tooi really hope writers decide give us return mcdanno love w/o resentment & animosity fingers crossed	0.43872216	0.375
kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell	kenny - born - washington kenny - fucking liar born fiery pits hell	0.73314375	0.917
I am their fury. I am their patience. I am a conversation.	fury. patience. conversation.	0.3602937	0.312
@MintMilana where is the outrage when black children get killed in the crossfire between blacks shooting each other?	outrage black children get killed crossfire blacks shooting ?	0.68734294	0.646
@CPPSmeofficial tiff.	tiff.	0.37691075	0.375
I bet @mmunro91 is fuming with our draw ðŸ‘€	bet fuming draw ðÿ‘€	0.6798922	0.583
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend	offend truthful kind see ? haikuchallenge offend	0.5024682	0.5
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge 	offend truthful kind see ? haikuchallenge	0.4641836	0.417
@StrangeFacesLA why doesn't this account follow me #offended	account follow offended	0.39159015	0.646
@StrangeFacesLA why doesn't this account follow me 	account follow	0.1361016	0.312
i swear to god the worst drug is loving someone. physical withdrawals aren't that bad, emotional withdrawals sting a little more	swear god worst drug loving someone. physical withdrawals bad emotional withdrawals sting little	0.47065395	0.375
@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em	huff know pro-hillary cnn msnbc made mention statement would gold em	0.50687045	0.479
@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)	actually wait constant outrage thing gets wick sometimes happened flick annoyance today. :	0.4559522	0.646
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense	mixing pretty well..using slider pretty affective far thebabybombers yankees offense	0.45529833	0.354
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees 	mixing pretty well..using slider pretty affective far thebabybombers yankees	0.40895638	0.214
@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?	actually offended it. naming fattening sandwich man died coronary disease likely due diet ?	0.50655895	0.625
ya girl is #bitter	ya girl bitter	0.30063668	0.439
ya girl is 	ya girl	0.26039252	0.146
Another loss to city in the cup next ðŸ™ˆ ðŸ˜‚ðŸ˜‚ cmon united! #revenge	another loss city cup next ðÿ™ˆ ðÿ˜‚ðÿ˜‚ cmon united ! revenge	0.46073854	0.417
Another loss to city in the cup next ðŸ™ˆ ðŸ˜‚ðŸ˜‚ cmon united! 	another loss city cup next ðÿ™ˆ ðÿ˜‚ðÿ˜‚ cmon united !	0.463869	0.292
Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck	stuck infuriate scrum hegemonists. scrum scrum stuck	0.50822103	0.625
Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck	stuck infuriate scrum hegemonists. infuriate scrum scrum stuck	0.5950647	0.698
Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown	boy oh boy ! weekday schedule crazy ! matter tired whatever takes keep smile kai face frown	0.5523059	0.371
Like he really just fucking asked me that. 	like really fucking asked that.	0.5224108	0.764
Like he really just fucking asked me that. #offended	like really fucking asked that. offended	0.6705792	0.75
Who allowed Pereira to start taking all the set pieces? fuming	allowed pereira start taking set pieces ? fuming	0.621832	0.667
